,client_id,path,sentence,up_votes,down_votes,age,gender,accent
5860,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,946fcedac5d08b3ae033ef22e5cae7c22ec84d260cabd6b1664c9565120a109e113814fa25558ce76ddaab7aeb4d870afa3988a855594ff9215bb15611d56ea4,Man holding a baby propped between two buildings about two feet apart photographed from below.,2,1,twenties,male,indian
5861,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,04d1c755b8a8f6da43976aa07f10a497d3f3347e5cdd721d99e16016b4a60cd6a2177ad14dd90123c9a829520e9880c4799049de34c2b2ea4d708630aca5b6d6,A man dressed in red is at the marketplace.,2,0,twenties,male,indian
5862,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,902a79145f38c14973765615f70e05cbf9d27d40810f1b60d0f3ee89471cefa8e89001294fca1ad91ea9d2839773d63caa95baa0cc900fce576ae7d79409d679,Construction workers are working with a crane in the street.,2,0,twenties,male,indian
5863,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,96205c80a280bbe3c019d0ec5b4b5167360d31fb816fa8de3cbb5b13b6662ece04fe813dc490f7f6f1bff1ad7ba557ae5004e936060b815a23d2bdc0bb89dc10,A man wearing a black hat opens a newspaper.,2,0,twenties,male,indian
5864,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,09d1490453f84d9e40d2cdd1f004595bc8ced157b23e5af059cb7e302faa862f60ea3dfc34f39cbae65c48270775d80d7da4794c9c3de2b36b2f2eae285cfc37,A man with a backpack and two children are on the beach.,2,0,twenties,male,indian
5865,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,790d908d5d53d88fca5208e184a536079007abf694b40964728aef691e256f55f352d0765a4949bbee8822eacef459ec0c7c6487ab7a78e1e80e7e4c68fc352c,The white dogs look curiously at the black llama.,2,0,twenties,male,indian
5866,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,bb70bc8f1b5ed02b4d0023a906a7a15ef54e6b766e4253bd511885015261e434ea9a453eb1ad88c5e312b1bcea97813a49a88f0558a7b8556e18a18ba9440476,a group of young boys standing near another boy sitting on a swing on a playground.,2,1,twenties,male,indian
5867,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,0d80dfaeadd724f305901644fbb57bd84063cb3399314eacd1ca25dc75a73403c6d301cbb8b488b46b1701457a4d817ade2a42b9d1887d6864a0deb4bcea4e4a,A man wearing a blue hat gives two thumbs up at a crowd of people.,2,0,twenties,male,indian
5868,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,3858cc4877bfacc3bc975918b8bdaba88f333ffcb157474ef48412998098d520846c5c3db83e9f7ed188db78f64923eb8aad67c89a798b637710b80626ea3750,children dressed in kimono are walking down the street to a children 's festival.,2,0,twenties,male,indian
5869,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,a573e8482c82e531ba993bbc3c774f05ed09697004127a36dad92c28c7f5986f04490a54f874cfaadb2e7460725d72031d1843a6bac366cf29d0acd788b9037e,Little boy in yellow shirt is climbing out of a plastic playground tunnel.,2,0,twenties,male,indian
5870,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,95414a9b96f2b2c42881171fbcd458306e74d5fb6cc3c8c94ca2712eb9fdc28915986d37e45ddc89689cab092aa91ca4365800daacee72165aced7914b17d679,A collage of one person climbing a cliff.,2,0,twenties,male,indian
5871,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,04996daa7c6d45fcd28aa117699a82951f089f25a74fc791bf8c6a66209c80ef37c16e4522b320c9136d930f0bddbc029f7733787c6e5dbef6db2f097f3e1097,A woman in formal clothing climbing a tree.,2,0,twenties,male,indian
5872,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,8f46e81c2695b885da1d630c725c78338e384e75fde3030b9f36c71fce81f9cead4d577c807fe9c4e72669615f91bde2611df2b3ad212c44d7701f13e2a3f316,A woman at a storefront holding a bunch of yellow balloons.,2,0,twenties,male,indian
5873,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,de9a41f9740e520c559111d0880ffbdecaea1c6d9c835cb1c84543041a61ae8745ce29abe77a911abada2bf3d898803d59fb82d723e20fafbb0b8169a706ac24,A group of South African runners pose at the Paralympics.,2,1,twenties,male,indian
5874,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,4e2e6a8d7a68227c33149e0d4c2eb6d0f6bce3b4cdad3493ddb28a0bb918d7812dde223a15d13c37ef41bae6f2b47724555ae756a3d2de98114670342522b264,Two men in a room with yellow empty beds.,2,0,twenties,male,indian
5875,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,a9bcdf791f6a73133521fdc06cc72f249995dfbd76f1694875ac75e5080ab051a31e82ebb6d15c0e6fe80c653a6efa41f3f96cfa22be3544254c7edf3bb2fe4c,Two rockers smile to fans while on stage.,2,0,twenties,male,indian
5876,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,9014715c66eb836db417c1b2475ede5cd25e157681fdc1a64cd795bacdcf1a5467dfa90e6d14c38c97d472289386d8e3363751214066496147f51d7339757b81,An older man walking through the snow.,2,0,twenties,male,indian
5877,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,f2ba07a96c5bbccba9e89e03dc7752245c180707719a7c4a6a842c2da5732062a840a15ebacc05fb4d75717a490b81ab98845373a754cc7e0e64be4c6ec1fc4c,A woman makes faces at a small child.,2,1,twenties,male,indian
5878,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,1124dfd61cef83c541b5724ac99c5619fbac5295539ffe5f5a63d5c00372775eb1e63601455de44f15475ee8e5a5b9d928b54d197bc84735cf87f07c91e3acfb,A person is riding a bicycle with a red wall in the background.,2,0,twenties,male,indian
5879,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,22cdbc5d0d92c83961d576c83f85c57bf04dc3bd8c6f85ceb395529db4d036bb42cfd3d1c8d1d838ce70d9da340152c12be06c437cc6dc75990aae0d2d099deb,A football player is being tackled by the rival team.,2,0,twenties,male,indian
5880,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,94da098168c6abf28bb63cac6c0e0c7ac2266dd2848d0b1cbc8326c9bf574d9e24436b986f591a8063c4828c74f4f1dffe576e544f899b175ac6fa0986e3ac48,A woman dressed in a partial costume while selling her wares.,2,0,twenties,male,indian
5881,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,1fd00ac2e1d272cfeeed23d9b5f6cc3842e7d33f6ab7b422d7a88e90451cf3e70ff89ee5baab694629aec81cde16b5b60c11bfd9546250bf08a563f4eada57a1,Young girl wearing gray and pink sweater and leather boots shields her face from the camera.,2,0,twenties,male,indian
5882,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,acaf79703bae47862b2a875f57fbbca1f3aa142d3bc65b863edfd450cdefd36acf460e49802996f4e350f64a54ce8835d3d6c89702ad5024fd9129890045aca6,A baby wearing a my best buddy shirt on a bed.,2,0,twenties,male,indian
5883,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,c7162ea295b7395521074409cff0782ab47765f883f81964f74177b838bc354c1df338a059bed45f0cb2ffd134dfea0c5ec17aca8b35ebeee6bb54b69a3c62ee,"Two little girls, in the grass, collecting dandelions.",2,1,twenties,male,indian
5884,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,ce485d5ededb409622b6a04b7dd31c933cae38f980f809bd2edc1f3f8eec847877e08c48453db273345fb22ce4e3cfe64e61da40f5e8f82aca8b9243b63b9462,A group of three people ice skating.,2,0,twenties,male,indian
5885,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,7d84e0e717cb1abdcacf6b1cf94f79ce5ef13b9625893ec6073bf3c120d0e96d0e0d16830ada0902a8001c93f15b0bded12083f58879aa3acfe6d9418f8c7a59,People who are in a music class playing the violin.,2,0,twenties,male,indian
5886,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,f54260ad0791fdd1d033b03bd2991a4e4ba2072fe02049f4a011902bb27304000df4bff66e59daae5bcf66dc195d0ce52d1f188340ecb6b3451c7c89b27546fd,A shirtless man wearing white shorts.,2,1,twenties,male,indian
5887,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,1c8d54191a4b8907dd7741ee4bc2b26bbd1732501c0a92ee1d617b7f30a15a75e4f643f9ce157cd52393cc04768a0a9794e65ea658d4899d6443a17aac13a9fe,a football player getting tackle,2,0,twenties,male,indian
5888,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,ecd74ddcddf57353252b05bad68772c92f84a56f453d6064c2cd59c908ed9079a007359622ab5cd9e9687d8002d6bd9cfaccbe36aa192f10c82b3c7851bdbfe3,The man in the gray shirt has a blue baseball cap on.,2,0,twenties,male,indian
5889,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,f9b8d3cd0d26248426696c46a54dfb9b9f436e507f6c54f1f247172a2726635afcaf40727dc2d86871add1e127d97abb7f91080d9372f5553de72031ece7a8e5,A young girl with short hair is weaving on a loom.,2,0,twenties,male,indian
5890,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,47307992580c5597cf86c4ca5fdc31aa1381e75d9aa405fce4d2978d7562784f1d2d291a7793fd5700c0c14e2a8700da1d91615e71726aafd103fb043fad9868,The skier went airborne after the jump marked by the blue flag.,2,0,twenties,male,indian
5891,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,e4077feb024237be1707dc6932a3dc574f0f1c8c0c73cb4bcc210efcbc373e3b3acd321847e75086344a9d4145fcd679f07c9e674b7b2b2d0fe07aa9eb61fa6d,Two people walk in the rain with umbrellas.,2,0,twenties,male,indian
5892,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,38b41acd16caea4bc40fa574a6b2490abf12ae01762d1b8ce18436ee2a039223aeda7ae859f2a695826a7597730c2d730a1f9a7b92fd23e8755cc690ed27c0b3,A show jumper is clearing a white fence on his horse.,2,0,twenties,male,indian
5893,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,8a9d8b39725febf37bf3845ec0e241655eb4f4657385d79257ac333af65534c8b4b3fd12a1f1d25a655105804d0c7ed52e081e1b160b5f4b837ee99de18cf052,A member of the military that is holding a gun and sitting on top of a vehicle.,2,0,twenties,male,indian
5894,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,a7d5b1b320cf0b2352ed11042b56d9fa612ecb45429397abbbf2fe979cf0013e19b1149394bd3661f3719b9a2e1545b768faff883bb3af3d6dfb1db3b82e7b8d,A small child with brown hair and a blue shirt is coloring.,2,0,twenties,male,indian
5895,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,e101aa5628af0914cfd89b1fadb89240fb89bb69eeb6cee706be185c3c2efd22f99a1bcb80a41d47f7d426d03aea57bc94ee7c740abb1c3fb3bdb372921c827c,A bunch of people are walking in a crowded area.,2,0,twenties,male,indian
5896,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,b6f270432896008067f954793b24cd3091ee8d4e3d104f40f73321b6d254d3ff0274974c8ad5402a763e23eb464f99e02d3b7be29cbfd389bb5b7a9780cd796a,A worker using a broom to clean the ground.,2,0,twenties,male,indian
5897,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,636eeb3c96fa2f36b02b04de395a53c9a6d8efb2f49798687457509fff12df8e6916060932dbedb50119e2b6330d1289a898dee008e326903480033fff99119d,A girl in a pink shirt looking at a green balloon.,2,0,twenties,male,indian
5898,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,1d71fb91e26f5453a536d9e93af41e0d0a4bfcba7d5ac3b6adfd5218b84ff6a8a8e194f55921d23008fee618ac601793befbefe13053bf96683e802a4896f74a,An Asian man wearing a blue longsleeved shirt is overlooking another man that is butchering a fish.,2,0,twenties,male,indian
5899,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,067ed7973122571fe847c1c84583ac75f5474f8fadfff9b015bcc48412fe57691ef46acac145c865f33ac04811875f8831387e8d06d0b9db1d9582e0d20c0b4a,A person sleds on the snow at night.,2,0,twenties,male,indian
5900,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,414ed034fa1e107c9c09f7fab237a6b8515ca8050cb9fa1ef4a313c6192e6063b64d028dba02d3a4c088a0699392f5393c79989b6cc26ee60481eeeddfb541b1,A blond boy wearing a green shirt is running after a flying toy.,2,0,twenties,male,indian
5901,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,41d7c6dfda2efc2c836f5009487276b364930254ec3f0d0a7580f15cc702725e366949b8314cf8dc62d8472df63a1876a0c893309b10ea4c2a6576b04dde71e8,A woman with her eyes closed performs work some sort of weaving machine.,4,1,twenties,male,indian
5902,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,a103ffa6117dde3474a8e00cfad921712179fcc75afb73ea47fc874ee1943725f525df9c88efe9f38f011de60664c0f99f76ac0d3b424ebe010d361a31ed0a9d,Two males and one female playing in a fountain of water.,2,0,twenties,male,indian
5903,785507535c9619c829eb9cdf8a19484b4d1e61a906d5ecb7a2f9201f080485ee6ec397cb89ec48d390067a92d37811350bacb7d5ba9beca65cce8c932c1b448b,302e06e1716e92434b731de34df4355352086144f8e2f9ecd57518386c711c2ff6be188fcce5abacacf439fb6729c6b443ef0e3ab5cf1cbdc7f3cf96bb0ba2ee,A large tan dog is running with a green item in its mouth,2,0,twenties,male,indian
7241,3892cdf8f68f05118ef873783d1c97c2268affd513c5a83331d6420a592644ba1aa237d29c58f8316f2f2af2923bf3b232181d87b5e8bfa0c300af18a2d2dfae,ba29e54a9d806eea717751d77738079c6c2e4b187c885772bb549227853a2891c29615c4808fce9d2cc239fc39339e6d8f1806d3b5e34687dc885763ab4dc000,Please help me find the Selections from the Arista Years video game.,2,0,twenties,male,indian
7242,3892cdf8f68f05118ef873783d1c97c2268affd513c5a83331d6420a592644ba1aa237d29c58f8316f2f2af2923bf3b232181d87b5e8bfa0c300af18a2d2dfae,fb05dcd29c6338fb2649352f87b4806e2d7c335220d57531885024d458e69731f0e0f3f965193495e9ce56bd2149369a9bd15b7eb43927d3a6994fc4d2119f83,I am not keen on meeting with that group of people again.,2,0,twenties,male,indian
7243,3892cdf8f68f05118ef873783d1c97c2268affd513c5a83331d6420a592644ba1aa237d29c58f8316f2f2af2923bf3b232181d87b5e8bfa0c300af18a2d2dfae,984950443fe95f9638dd6f1d4dcb76992a21c58f077ce54be410afa3e9e8df2a0b5d1830c6482a57f621668821d221dc576932cdf35d09ab00c76b1767995c2c,add new metal tracks in my tune,2,0,twenties,male,indian
7244,3892cdf8f68f05118ef873783d1c97c2268affd513c5a83331d6420a592644ba1aa237d29c58f8316f2f2af2923bf3b232181d87b5e8bfa0c300af18a2d2dfae,2abdd607db2435f9f374321b37f05b2ab1d1a71c8fbd7dc6ad6e47b0f6472483fd965a322b31be2634a4eac1ac59339e4ce86589c18455cdbccdc00d1e28aa4b,Please look up the painting Beyond Iconic: Photographer Dennis Stock.,2,0,twenties,male,indian
7245,3892cdf8f68f05118ef873783d1c97c2268affd513c5a83331d6420a592644ba1aa237d29c58f8316f2f2af2923bf3b232181d87b5e8bfa0c300af18a2d2dfae,53d2f1a0c8ce6595254832e82f1bf4b45b30c8d4d4ede277b9384f85940ecc334b1864a2e42c3dfcee6df8b3c6154c53c0cf2250089aa028deae35f5d977d4c4,Tell me if it is cold in Federated States Of Micronesia,3,1,twenties,male,indian
7456,1309dbb32e21232cba841e326b53559d4bf00b8a9708598fcb9c510220b4049465fdcd31a6b16218339f7ac683b69379987217c21f0651fa56f28c4f361299ff,da7e3da5aa84b73b529b7a1c692ca8e817d33bccd49cc49be79f25115506288214664740e44bd5bc0db69f6e9e038f6282b282ec26edf1c9a56445124b947b0c,what is the sunny condition outlook for Dundas Valley Conservation Area,2,1,twenties,male,indian
9375,51dff465f517584a4cb3f174052968195d18a0a94c67d6b5ac8badbc5d01466c2bf9bb0c42a2c3fea68e889b33e208be8c182beadc19da897da164bc8cf21e1b,8613664884fd2719fc85c2bb3b0e922aefa476f6475dd3f69a2defffef4d1262180e276042516711c553f9f3e4392bfe114b4918f56336da6a2b8e4dc1305f64,play the latest movement by Charlie Higgins,2,1,twenties,female,indian
9376,51dff465f517584a4cb3f174052968195d18a0a94c67d6b5ac8badbc5d01466c2bf9bb0c42a2c3fea68e889b33e208be8c182beadc19da897da164bc8cf21e1b,387115d03cb55cbea70776e32553853bc754149f4ca047c96cc0d2c5939c400e8ed3f70e7263434728ec53cc41dff69a3f88764e360e22c26f525dbfc4b89ccf,Find the book A Glorious Way to Die,2,0,twenties,female,indian
9377,51dff465f517584a4cb3f174052968195d18a0a94c67d6b5ac8badbc5d01466c2bf9bb0c42a2c3fea68e889b33e208be8c182beadc19da897da164bc8cf21e1b,424064312c746b55ccc5ed616b64e1cf1be233008c29c871065340532ca21cf045c825ff9e00f0c2ef1da0b5b1011820f5f5a8ab954cdc6e60b554fc6361ad9f,In my playlist Rock Gaming add Mariem Hassan con Leyoad,3,1,twenties,female,indian
9378,51dff465f517584a4cb3f174052968195d18a0a94c67d6b5ac8badbc5d01466c2bf9bb0c42a2c3fea68e889b33e208be8c182beadc19da897da164bc8cf21e1b,57c64b0728fd0fa00d03e33e0b6b43ab032e7883282cb83b4362975da1997d55ba146be30eee3380327d76baa0211cb9868a6033de7360d6bc966092724d0bed,Play the newest Roger Troutman track possible,3,0,twenties,female,indian
10009,50216d9aad1085837cfcc7c6eca022cfc973ea11c0420040f50dba0a361ec3b2cdbd936b70e3d3796123f5679f3e32014c7f81a789d10219e6a0858acddadd78,b700db0ab686fe485bf5ca18eb5964a419de6773ef6c1830ad9ccb7382654577fb53bddeb7681bfe7453bf3bc105d010346cc46d17ce1a54afce02bf666f900a,Thatâs what you get for testing my patience.,2,0,twenties,male,indian
